SeqId,BubbleSortNComp,BubbleSortTns,HeapSortNComp,HeapSortTns,
seq_1050_31,550725,5575917,13034,198637,
seq_1050_32,550725,6183171,13028,173324,
seq_1050_33,550725,7386515,13015,373963,
seq_1050_34,550725,5596594,13034,190309,
seq_1050_35,550725,7935654,13000,170444,
seq_1050_36,550725,5495520,13059,170635,
seq_1050_37,550725,7224164,13032,203386,
seq_1050_38,550725,5445046,13049,183049,
seq_1050_39,550725,6065290,13073,175878,
seq_1050_40,550725,7729767,13101,375592,
seq_1050_41,550725,5586660,13069,284318,
seq_1050_42,550725,5801261,13056,171790,
seq_1050_43,550725,6537245,13001,172365,
seq_1050_44,550725,6684253,12987,878346,
seq_1050_45,550725,6412051,13099,357563,
seq_1050_46,550725,7660936,13038,364066,
seq_1050_47,550725,6853601,13031,566244,
seq_1050_48,550725,12428069,13026,196969,
seq_1050_49,550725,10084497,13038,361277,
seq_1050_50,550725,5628886,13040,329576,
seq_1050_51,550725,9115613,13044,423903,
seq_1050_52,550725,6239752,13028,200903,
seq_1050_53,550725,5116276,13124,171266,
seq_1050_54,550725,7800861,13093,202927,
seq_1050_55,550725,5691066,13056,193956,
seq_1050_56,550725,6239203,13052,196445,
seq_1050_57,550725,7549974,13102,490845,
seq_1050_58,550725,7858600,13017,173686,
seq_1050_59,550725,6009645,13052,238657,
seq_1050_60,550725,5924370,13109,171682,
seq_1050_61,550725,8058410,13033,184683,
seq_1050_62,550725,6179892,13024,240679,
seq_1050_63,550725,5931263,13073,197650,
seq_1050_64,550725,7385027,13032,220084,
seq_1050_65,550725,6803343,13103,202846,
seq_1050_66,550725,5322726,13055,187663,
seq_1050_67,550725,7140603,13022,196141,
seq_1050_68,550725,9182499,13038,385993,
seq_1050_69,550725,6291772,13080,261173,
seq_1050_70,550725,5678141,13042,170762,
seq_1050_71,550725,7879093,13038,171432,
seq_1050_72,550725,7501772,13054,307638,
seq_1050_73,550725,6099656,13043,171234,
seq_1050_74,550725,6207539,13089,171977,
seq_1050_75,550725,9342637,13158,244051,
seq_1050_76,550725,6887808,13007,171915,
seq_1050_77,550725,5608983,13075,206792,
seq_1050_78,550725,5608107,13076,235424,
seq_1050_79,550725,8740356,13085,362471,
seq_1050_80,550725,5743672,13059,197742,
seq_1050_81,550725,5693909,13034,170504,
seq_1050_82,550725,7453717,13050,242077,
seq_1050_83,550725,6743118,13034,208979,
seq_1050_84,550725,5652417,13057,213483,
seq_1050_85,550725,6662261,13047,217264,
seq_1050_86,550725,7399378,13012,202637,
seq_1050_87,550725,5594445,13026,170928,
seq_1050_88,550725,5938994,13044,171075,
seq_1050_89,550725,7515282,13090,174441,
seq_1050_90,550725,5795348,13023,335642,
seq_1050_91,550725,5411148,13048,279342,
seq_1050_92,550725,15655529,13075,197279,
seq_1050_93,550725,5199366,13111,172505,
seq_1050_94,550725,9204052,13061,172774,
seq_1050_95,550725,7214139,13055,224290,
seq_1050_96,550725,6377749,13051,172115,
seq_1050_97,550725,5648134,13064,170390,
seq_1050_98,550725,8978324,13068,173079,
seq_1050_99,550725,5422619,13066,211159,
seq_1100_0,604450,7381171,13818,210942,
seq_1100_1,604450,7187830,13819,182909,
seq_1100_2,604450,8260250,13748,186772,
seq_1100_3,604450,6384095,13792,312339,
seq_1100_4,604450,6126155,13775,199894,
seq_1100_5,604450,8043963,13764,181418,
seq_1100_6,604450,8101277,13767,208009,
seq_1100_7,604450,7371205,13727,330854,
seq_1100_8,604450,6938890,13791,182130,
seq_1100_9,604450,6714380,13821,286662,
seq_1100_10,604450,8147621,13749,180271,
seq_1100_11,604450,6941879,13843,405369,
seq_1100_12,604450,6162096,13815,197505,
seq_1100_13,604450,6379607,13785,216608,
seq_1100_14,604450,8248190,13770,422780,
seq_1100_15,604450,10703744,13766,370001,
seq_1100_16,604450,6929796,13710,292757,
seq_1100_17,604450,5785576,13767,180757,
seq_1100_18,604450,8982589,13794,182213,
seq_1100_19,604450,7669027,13733,245100,
seq_1100_20,604450,7190092,13666,329888,
seq_1100_21,604450,6313243,13721,310148,
seq_1100_22,604450,6943331,13696,270184,
seq_1100_23,604450,7339891,13710,180712,
seq_1100_24,604450,6251571,13787,276021,
seq_1100_25,604450,8340191,13771,707901,
seq_1100_26,604450,9413935,13835,372364,
seq_1100_27,604450,6288250,13800,224229,
seq_1100_28,604450,6239530,13765,180475,
seq_1100_29,604450,7727810,13819,216039,
seq_1100_30,604450,6733327,13801,222591,
seq_1100_31,604450,7194446,13761,181360,
seq_1100_32,604450,6779391,13734,184760,
seq_1100_33,604450,8040194,13754,182215,
seq_1100_34,604450,8788412,13772,348672,
seq_1100_35,604450,6014785,13755,180580,
seq_1100_36,604450,7809957,13778,192756,
seq_1100_37,604450,6999454,13828,211594,
seq_1100_38,604450,7444919,13674,294278,
seq_1100_39,604450,8219616,13762,317996,
seq_1100_40,604450,6020084,13720,181529,
seq_1100_41,604450,10311243,13789,179924,
seq_1100_42,604450,7804369,13786,252856,
seq_1100_43,604450,6332092,13724,321428,
seq_1100_44,604450,6391275,13750,181005,
seq_1100_45,604450,9801722,13704,348640,
seq_1100_46,604450,7230834,13831,183620,
seq_1100_47,604450,5868699,13772,181803,
seq_1100_48,604450,7071908,13785,199178,
seq_1100_49,604450,7069862,13767,184931,
seq_1100_50,604450,8304764,13780,197901,
seq_1100_51,604450,7704102,13745,248723,
seq_1100_52,604450,6348604,13777,180676,
seq_1100_53,604450,5816100,13787,180882,
seq_1100_54,604450,8577832,13725,257968,
seq_1100_55,604450,6672421,13809,268061,
seq_1100_56,604450,6426909,13769,181992,
seq_1100_57,604450,6030672,13792,180602,
seq_1100_58,604450,8179783,13752,181253,
seq_1100_59,604450,6008803,13808,229700,
seq_1100_60,604450,6700749,13801,256407,
seq_1100_61,604450,8239299,13731,241595,
seq_1100_62,604450,9159116,13826,208232,
seq_1100_63,604450,6579830,13711,254227,
seq_1100_64,604450,6125461,13727,181560,
seq_1100_65,604450,7905855,13802,181568,
seq_1100_66,604450,7718386,13748,215999,
seq_1100_67,604450,6678407,13653,341847,
seq_1100_68,604450,6835429,13750,199619,
seq_1100_69,604450,7625459,13785,190306,
seq_1100_70,604450,9380800,13718,217943,
seq_1100_71,604450,6551836,13788,295461,
seq_1100_72,604450,5789804,13743,180695,
seq_1100_73,604450,7085391,13718,337368,
seq_1100_74,604450,7766504,13741,181353,
seq_1100_75,604450,7520490,13789,385716,
seq_1100_76,604450,7301581,13807,181150,
seq_1100_77,604450,6490613,13800,180821,
seq_1100_78,604450,9351822,13823,272833,
seq_1100_79,604450,6924139,13783,552474,
seq_1100_80,604450,7665600,13685,179933,
seq_1100_81,604450,5869580,13823,181836,
seq_1100_82,604450,8178429,13739,181868,
seq_1100_83,604450,6643824,13768,346398,
seq_1100_84,604450,7667901,13779,251730,
seq_1100_85,604450,7024739,13782,181249,
seq_1100_86,604450,7493794,13784,187438,
seq_1100_87,604450,7861317,13916,183466,
seq_1100_88,604450,6906855,13727,330053,
seq_1100_89,604450,7675514,13780,180362,
seq_1100_90,604450,6277358,13777,181423,
seq_1100_91,604450,8280263,13818,349770,
seq_1100_92,604450,8872628,13820,382386,
seq_1100_93,604450,6986370,13769,275505,
seq_1100_94,604450,6343838,13797,181125,
seq_1100_95,604450,8448245,13705,181764,
seq_1100_96,604450,7796544,13828,223038,
seq_1100_97,604450,6724638,13765,204827,
seq_1100_98,604450,6627232,13791,193509,
seq_1100_99,604450,7988669,13790,240402,
seq_1150_0,660675,8097047,14510,192107,
seq_1150_1,660675,6992373,14559,224171,
seq_1150_2,660675,6558428,14481,236536,
seq_1150_3,660675,8578313,14519,334982,
seq_1150_4,660675,9625164,14510,411280,
seq_1150_5,660675,9421438,14517,362711,
seq_1150_6,660675,6590880,14543,191251,
seq_1150_7,660675,7687049,14573,192321,
seq_1150_8,660675,8207433,14453,266706,
seq_1150_9,660675,8720437,14508,426830,
seq_1150_10,660675,6919371,14497,237896,
seq_1150_11,660675,6527688,14478,190144,
seq_1150_12,660675,7812215,14514,281558,
seq_1150_13,660675,8833194,14529,3792331,
seq_1150_14,660675,12661103,14537,420631,
seq_1150_15,660675,7071536,14556,328406,
seq_1150_16,660675,7207207,14444,209355,
seq_1150_17,660675,8983151,14637,283033,
seq_1150_18,660675,7772233,14505,191681,
seq_1150_19,660675,7222537,14544,807457,
seq_1150_20,660675,7463466,14505,561512,
seq_1150_21,660675,8384304,14595,414796,
seq_1150_22,660675,6754367,14500,276639,
seq_1150_23,660675,8415373,14540,371271,
seq_1150_24,660675,7740703,14576,190673,
seq_1150_25,660675,7421182,14483,372432,
seq_1150_26,660675,7388134,14473,1099176,
seq_1150_27,660675,7838061,14526,664676,
seq_1150_28,660675,6643250,14534,233572,
seq_1150_29,660675,7901970,14531,190403,
seq_1150_30,660675,7850527,14495,191884,
seq_1150_31,660675,7736060,14479,290293,
seq_1150_32,660675,7348446,14530,346629,
seq_1150_33,660675,8712509,14499,203532,
seq_1150_34,660675,6808678,14549,406143,
seq_1150_35,660675,7609099,14471,190830,
seq_1150_36,660675,8061414,14499,234169,
seq_1150_37,660675,7415602,14479,301785,
seq_1150_38,660675,6690456,14598,204906,
seq_1150_39,660675,7799675,14504,191233,
seq_1150_40,660675,7253465,14476,347475,
seq_1150_41,660675,9455018,14515,213499,
seq_1150_42,660675,8405626,14547,194737,
seq_1150_43,660675,6821630,14511,2879827,
seq_1150_44,660675,12504401,14466,522220,
seq_1150_45,660675,7655319,14444,190640,
seq_1150_46,660675,6863272,14563,209652,
seq_1150_47,660675,6740704,14497,189235,
seq_1150_48,660675,7007779,14419,217769,
seq_1150_49,660675,8202540,14470,190283,
seq_1150_50,660675,6335982,14507,192148,
seq_1150_51,660675,7084844,14552,222321,
seq_1150_52,660675,8395640,14558,191081,
seq_1150_53,660675,6266047,14491,219174,
seq_1150_54,660675,12278786,14506,310477,
seq_1150_55,660675,14920351,14437,285103,
seq_1150_56,660675,10578947,14499,422306,
seq_1150_57,660675,6844332,14514,190736,
seq_1150_58,660675,6963956,14478,190842,
seq_1150_59,660675,7956017,14461,221364,
seq_1150_60,660675,7393341,14476,234028,
seq_1150_61,660675,7119750,14527,221502,
seq_1150_62,660675,6513818,14528,190778,
seq_1150_63,660675,6743113,14492,229734,
seq_1150_64,660675,7335253,14505,357597,
seq_1150_65,660675,6609989,14498,191260,
seq_1150_66,660675,10337869,14490,356771,
seq_1150_67,660675,12660397,14497,237218,
seq_1150_68,660675,9724494,14534,241461,
seq_1150_69,660675,8292709,14500,190423,
seq_1150_70,660675,8621457,14467,388296,
seq_1150_71,660675,7244110,14559,379932,
seq_1150_72,660675,7083484,14536,221198,
seq_1150_73,660675,8443961,14570,397123,
seq_1150_74,660675,7106560,14491,356070,
seq_1150_75,660675,7482390,14499,282372,
seq_1150_76,660675,10221960,14529,404260,
seq_1150_77,660675,7889790,14537,191282,
seq_1150_78,660675,8317920,14502,190400,
seq_1150_79,660675,9363259,14490,393917,
seq_1150_80,660675,8604479,14499,281635,
seq_1150_81,660675,8169829,14524,192563,
seq_1150_82,660675,10528030,14520,213852,
seq_1150_83,660675,9487897,14523,258943,
seq_1150_84,660675,7978494,14496,189787,
seq_1150_85,660675,10663736,14479,190923,
seq_1150_86,660675,8122550,14515,218733,
seq_1150_87,660675,7092043,14490,189993,
seq_1150_88,660675,8312556,14558,516355,
seq_1150_89,660675,6361332,14519,189695,
seq_1150_90,660675,7331734,14475,210654,
seq_1150_91,660675,8593264,14496,245992,
seq_1150_92,660675,6542958,14501,229537,
seq_1150_93,660675,7033256,14483,211179,
seq_1150_94,660675,7649055,14514,352194,
seq_1150_95,660675,6897473,14462,322827,
seq_1150_96,660675,8409490,14488,297397,
seq_1150_97,660675,7135633,14567,354334,
seq_1150_98,660675,7720372,14554,224910,
seq_1150_99,660675,8620694,14521,190575,
seq_1200_0,719400,11149688,15190,208129,
seq_1200_1,719400,10520914,15302,232272,
seq_1200_2,719400,8554058,15288,242404,
seq_1200_3,719400,8918125,15207,374329,
seq_1200_4,719400,8797069,15279,202541,
seq_1200_5,719400,11119467,15224,223138,
seq_1200_6,719400,8173853,15266,203453,
seq_1200_7,719400,7451570,15270,202946,
seq_1200_8,719400,8133595,15237,205058,
seq_1200_9,719400,8837902,15209,202810,
seq_1200_10,719400,8014980,15232,561203,
seq_1200_11,719400,9031264,15261,281200,
seq_1200_12,719400,8011830,15242,374408,
seq_1200_13,719400,11783982,15167,459213,
seq_1200_14,719400,7488052,15323,204825,
seq_1200_15,719400,7639833,15295,202800,
seq_1200_16,719400,9634514,15245,200816,
seq_1200_17,719400,8250253,15219,212721,
seq_1200_18,719400,7018635,15282,202409,
seq_1200_19,719400,8049751,15234,204660,
seq_1200_20,719400,7994549,15260,324158,
seq_1200_21,719400,10396890,15218,483919,
seq_1200_22,719400,13245670,15190,204957,
seq_1200_23,719400,7517685,15247,205015,
seq_1200_24,719400,8537352,15297,203367,
seq_1200_25,719400,9363426,15245,250567,
seq_1200_26,719400,10472438,15243,794239,
seq_1200_27,719400,8279947,15219,204474,
seq_1200_28,719400,8103280,15250,224514,
seq_1200_29,719400,8828271,15247,244230,
seq_1200_30,719400,8402770,15273,546310,
seq_1200_31,719400,7479285,15223,202165,
seq_1200_32,719400,8242815,15242,203712,
seq_1200_33,719400,8120183,15225,330297,
seq_1200_34,719400,10722640,15248,205086,
seq_1200_35,719400,7970329,15241,274864,
seq_1200_36,719400,8288258,15178,593307,
seq_1200_37,719400,8758675,15200,231848,
seq_1200_38,719400,11285646,15218,288477,
seq_1200_39,719400,11181657,15277,905566,
seq_1200_40,719400,7257750,15262,202994,
seq_1200_41,719400,7212787,15190,237752,
seq_1200_42,719400,7706135,15221,203242,
seq_1200_43,719400,8311133,15276,1337506,
seq_1200_44,719400,8278056,15189,345232,
seq_1200_45,719400,10205229,15277,392963,
seq_1200_46,719400,8690288,15324,275065,
seq_1200_47,719400,8531090,15341,208598,
seq_1200_48,719400,9834651,15246,242499,
seq_1200_49,719400,9089909,15240,269082,
seq_1200_50,719400,10938342,15248,231463,
seq_1200_51,719400,9238915,15257,203324,
seq_1200_52,719400,8825342,15264,232193,
seq_1200_53,719400,7713055,15250,228997,
seq_1200_54,719400,8601967,15313,233791,
seq_1200_55,719400,8701590,15285,531536,
seq_1200_56,719400,8186757,15223,245460,
seq_1200_57,719400,8730880,15240,247512,
seq_1200_58,719400,8467536,15264,376135,
seq_1200_59,719400,8784333,15205,232966,
seq_1200_60,719400,8602748,15291,231408,
seq_1200_61,719400,9701199,15256,231464,
seq_1200_62,719400,9309620,15299,244829,
seq_1200_63,719400,8756807,15236,203375,
seq_1200_64,719400,10121670,15226,204037,
seq_1200_65,719400,9839323,15236,499051,
seq_1200_66,719400,11533262,15266,378836,
seq_1200_67,719400,12213741,15223,250317,
seq_1200_68,719400,8268211,15250,204238,
seq_1200_69,719400,8980449,15219,202788,
seq_1200_70,719400,8907633,15303,226078,
seq_1200_71,719400,8993438,15264,203313,
seq_1200_72,719400,8995090,15223,203538,
seq_1200_73,719400,7784711,15274,336866,
seq_1200_74,719400,12562141,15246,278983,
seq_1200_75,719400,8399326,15180,204098,
seq_1200_76,719400,9721315,15235,405302,
seq_1200_77,719400,7941003,15202,494630,
seq_1200_78,719400,8995010,15296,375425,
seq_1200_79,719400,7930657,15189,510205,
seq_1200_80,719400,9172827,15293,249737,
seq_1200_81,719400,7339335,15265,214917,
seq_1200_82,719400,19507942,15280,394599,
seq_1200_83,719400,10833905,15310,267555,
seq_1200_84,719400,11769831,15243,203029,
seq_1200_85,719400,9276625,15311,418029,
seq_1200_86,719400,6860072,15213,223313,
seq_1200_87,719400,7634517,15248,203523,
seq_1200_88,719400,8105098,15214,351227,
seq_1200_89,719400,12754707,15232,226397,
seq_1200_90,719400,8064730,15212,211918,
seq_1200_91,719400,10107033,15269,437291,
seq_1200_92,719400,10574631,15175,364000,
seq_1200_93,719400,8931988,15199,206515,
seq_1200_94,719400,8732872,15204,429550,
seq_1200_95,719400,7252619,15202,3464530,
seq_1200_96,719400,8427933,15220,642581,
seq_1200_97,719400,7940511,15210,224932,
seq_1200_98,719400,8971085,15221,361452,
seq_1200_99,719400,7182909,15244,203363,
seq_1250_0,780625,8168683,16049,246267,
seq_1250_1,780625,11401997,15969,248456,
seq_1250_2,780625,8031193,15985,219060,
seq_1250_3,780625,11469715,15956,229040,
seq_1250_4,780625,9988262,15960,521795,
seq_1250_5,780625,9901734,15973,214887,
seq_1250_6,780625,12783475,15914,214792,
seq_1250_7,780625,11992131,15963,296848,
seq_1250_8,780625,9611640,15942,213385,
seq_1250_9,780625,14898372,16038,245075,
seq_1250_10,780625,11159525,16011,214529,
seq_1250_11,780625,8913470,15997,249453,
seq_1250_12,780625,11133760,16005,214039,
seq_1250_13,780625,10258902,15973,346507,
seq_1250_14,780625,9553283,16018,281584,
seq_1250_15,780625,12221156,16049,221094,
seq_1250_16,780625,11262227,16037,314121,
seq_1250_17,780625,10077383,15937,217988,
seq_1250_18,780625,11336043,15991,350004,
seq_1250_19,780625,10974596,16008,323613,
seq_1250_20,780625,9398983,16002,242574,
seq_1250_21,780625,10826919,15940,441249,
seq_1250_22,780625,9609867,16052,470002,
seq_1250_23,780625,8436075,16016,277743,
seq_1250_24,780625,8684777,15985,248980,
seq_1250_25,780625,8785377,15978,259092,
seq_1250_26,780625,7918334,16000,224524,
seq_1250_27,780625,8721080,16009,2283937,
seq_1250_28,780625,9709735,15946,489393,
seq_1250_29,780625,8341948,15985,339620,
seq_1250_30,780625,7985221,15971,213516,
seq_1250_31,780625,8807707,15919,241034,
seq_1250_32,780625,8839115,15985,291765,
seq_1250_33,780625,8978920,16036,213797,
seq_1250_34,780625,9079020,15958,214004,
seq_1250_35,780625,9968237,15969,250833,
seq_1250_36,780625,12531034,16036,295813,
seq_1250_37,780625,10147115,15947,255504,
seq_1250_38,780625,11538840,15970,216001,
seq_1250_39,780625,9469980,16021,214833,
seq_1250_40,780625,9771325,16055,428736,
seq_1250_41,780625,10630881,15967,223220,
seq_1250_42,780625,9551672,16034,361056,
seq_1250_43,780625,11583166,15987,244648,
seq_1250_44,780625,10667423,15915,293050,
seq_1250_45,780625,9549655,15998,252517,
seq_1250_46,780625,9528710,15935,474197,
seq_1250_47,780625,9329688,15990,587611,
seq_1250_48,780625,9055828,15966,337356,
seq_1250_49,780625,9965104,15961,337768,
seq_1250_50,780625,9540448,16021,288694,
seq_1250_51,780625,8083808,15899,244083,
seq_1250_52,780625,8572133,15960,249545,
seq_1250_53,780625,9694166,16008,237201,
seq_1250_54,780625,8361120,15892,226260,
seq_1250_55,780625,9409864,15979,328801,
seq_1250_56,780625,10932660,16025,214384,
seq_1250_57,780625,9222392,16014,233240,
seq_1250_58,780625,13094976,15970,217838,
seq_1250_59,780625,10337942,16011,317750,
seq_1250_60,780625,9157568,15962,215396,
seq_1250_61,780625,11151763,15932,444413,
seq_1250_62,780625,8885235,15988,320931,
seq_1250_63,780625,8448013,15960,242749,
seq_1250_64,780625,8782080,15987,293921,
seq_1250_65,780625,7708584,16008,212789,
seq_1250_66,780625,8574423,16027,214016,
seq_1250_67,780625,9168490,15976,248323,
seq_1250_68,780625,10459374,16035,254210,
seq_1250_69,780625,9229926,16077,216821,
seq_1250_70,780625,10271135,16001,469129,
seq_1250_71,780625,9067955,16027,372861,
seq_1250_72,780625,8748592,15946,388132,
seq_1250_73,780625,11951693,15945,299880,
seq_1250_74,780625,8747387,15965,1349783,
seq_1250_75,780625,9588247,15998,375226,
seq_1250_76,780625,9238421,15950,1799075,
seq_1250_77,780625,9065040,15942,289005,
seq_1250_78,780625,7645712,16030,700606,
seq_1250_79,780625,9244170,15950,260996,
seq_1250_80,780625,10801282,16070,512938,
seq_1250_81,780625,7727895,16027,214353,
seq_1250_82,780625,8546732,15963,244555,
seq_1250_83,780625,9100567,15999,280731,
seq_1250_84,780625,8523645,15879,212966,
seq_1250_85,780625,9427865,15915,244495,
seq_1250_86,780625,15849959,15991,6043366,
seq_1250_87,780625,9255511,16012,214109,
seq_1250_88,780625,9297086,15937,390006,
seq_1250_89,780625,13069980,15963,306971,
seq_1250_90,780625,11430381,15965,214944,
seq_1250_91,780625,11737744,16058,423297,
seq_1250_92,780625,9266657,15996,215356,
seq_1250_93,780625,7953367,15964,250763,
seq_1250_94,780625,11074697,15915,390169,
seq_1250_95,780625,9861618,16003,221602,
seq_1250_96,780625,9026699,15903,212618,
seq_1250_97,780625,11735821,16088,247918,
seq_1250_98,780625,12212838,16004,590555,
seq_1250_99,780625,11197780,15955,214344,
seq_1300_0,844350,9581769,16744,223872,
seq_1300_1,844350,10304096,16715,544778,
seq_1300_2,844350,12908045,16810,1068229,
seq_1300_3,844350,11045206,16751,224022,
seq_1300_4,844350,11501104,16744,225160,
seq_1300_5,844350,11244594,16764,535891,
seq_1300_6,844350,10971468,16697,329538,
seq_1300_7,844350,10820813,16812,363004,
seq_1300_8,844350,11335744,16670,223194,
seq_1300_9,844350,12217245,16733,261986,
seq_1300_10,844350,12207054,16785,236047,
seq_1300_11,844350,9511124,16728,223283,
seq_1300_12,844350,11867451,16739,284271,
seq_1300_13,844350,10893518,16770,247866,
seq_1300_14,844350,10753890,16755,222992,
seq_1300_15,844350,12297069,16763,240760,
seq_1300_16,844350,15606500,16748,244001,
seq_1300_17,844350,9452673,16750,225849,
seq_1300_18,844350,9497482,16667,324400,
seq_1300_19,844350,12970510,16715,359371,
seq_1300_20,844350,10276645,16687,581540,
seq_1300_21,844350,10069201,16695,448822,
seq_1300_22,844350,9277770,16695,267897,
seq_1300_23,844350,9213174,16722,661916,
seq_1300_24,844350,11138663,16684,500471,
seq_1300_25,844350,9211434,16794,261546,
seq_1300_26,844350,9347344,16781,270545,
seq_1300_27,844350,11518456,16686,259810,
seq_1300_28,844350,8801901,16778,258245,
seq_1300_29,844350,9495827,16767,517729,
seq_1300_30,844350,10575591,16706,497346,
seq_1300_31,844350,10066498,16692,540613,
seq_1300_32,844350,11072995,16729,330419,
seq_1300_33,844350,9796834,16805,256384,
seq_1300_34,844350,9806531,16769,318159,
seq_1300_35,844350,9892879,16744,475309,
seq_1300_36,844350,9380478,16800,721317,
seq_1300_37,844350,10630868,16696,277572,
seq_1300_38,844350,10656541,16759,349206,
seq_1300_39,844350,9686864,16652,557976,
seq_1300_40,844350,8365456,16752,281322,
seq_1300_41,844350,9286428,16749,253221,
seq_1300_42,844350,8970677,16688,226604,
seq_1300_43,844350,8242981,16705,223047,
seq_1300_44,844350,9786872,16771,246425,
seq_1300_45,844350,9612805,16607,223194,
seq_1300_46,844350,9170431,16644,223168,
seq_1300_47,844350,10480564,16782,224445,
seq_1300_48,844350,11260475,16730,248885,
seq_1300_49,844350,9490358,16734,238617,
seq_1300_50,844350,11450060,16683,223146,
seq_1300_51,844350,10953532,16798,231874,
seq_1300_52,844350,9032171,16812,223959,
seq_1300_53,844350,11825102,16756,225385,
seq_1300_54,844350,11069085,16806,232779,
seq_1300_55,844350,9386692,16682,264724,
seq_1300_56,844350,11149572,16785,224790,
seq_1300_57,844350,17861644,16711,734001,
seq_1300_58,844350,15604493,16778,392816,
seq_1300_59,844350,10412344,16678,250351,
seq_1300_60,844350,9577120,16786,238120,
seq_1300_61,844350,12547237,16714,244465,
seq_1300_62,844350,9237670,16671,399689,
seq_1300_63,844350,9176704,16767,257377,
seq_1300_64,844350,10366901,16770,2020399,
seq_1300_65,844350,9947367,16688,255850,
seq_1300_66,844350,10166384,16657,417533,
seq_1300_67,844350,11707144,16774,863910,
seq_1300_68,844350,10273849,16721,228279,
seq_1300_69,844350,12948636,16689,389483,
seq_1300_70,844350,11036648,16657,250522,
seq_1300_71,844350,9629526,16705,222363,
seq_1300_72,844350,11534652,16760,418123,
seq_1300_73,844350,10373766,16708,302508,
seq_1300_74,844350,10864269,16755,234430,
seq_1300_75,844350,11638241,16748,263045,
seq_1300_76,844350,12713151,16744,542013,
seq_1300_77,844350,10388657,16749,302293,
seq_1300_78,844350,11149239,16749,223779,
seq_1300_79,844350,10599269,16688,398514,
seq_1300_80,844350,14478654,16803,341157,
seq_1300_81,844350,16527663,16812,440084,
seq_1300_82,844350,11452359,16775,228561,
seq_1300_83,844350,12110622,16744,302275,
seq_1300_84,844350,10306360,16727,220830,
seq_1300_85,844350,14287120,16713,221155,
seq_1300_86,844350,12431938,16707,248989,
seq_1300_87,844350,8836595,16740,221047,
seq_1300_88,844350,20676567,16791,291314,
seq_1300_89,844350,10644836,16773,265191,
seq_1300_90,844350,9827732,16771,334967,
seq_1300_91,844350,11156375,16756,286326,
seq_1300_92,844350,9579823,16787,381407,
seq_1300_93,844350,11200050,16763,284172,
seq_1300_94,844350,10792633,16757,436663,
seq_1300_95,844350,10454681,16753,276235,
seq_1300_96,844350,9385504,16686,350011,
seq_1300_97,844350,10338895,16685,497321,
seq_1300_98,844350,10826931,16744,297812,
seq_1300_99,844350,9866783,16713,344244,
seq_1350_0,910575,13653683,17499,311724,
seq_1350_1,910575,10817433,17443,235097,
seq_1350_2,910575,11264322,17503,304896,
seq_1350_3,910575,12924269,17540,232227,
seq_1350_4,910575,11684314,17424,243816,
seq_1350_5,910575,12261781,17502,253749,
seq_1350_6,910575,11983630,17445,230692,
seq_1350_7,910575,12838262,17481,381790,
seq_1350_8,910575,15820740,17503,321880,
seq_1350_9,910575,13165883,17494,328807,
seq_1350_10,910575,13378000,17482,433951,
seq_1350_11,910575,10629695,17502,287566,
seq_1350_12,910575,17521280,17430,284281,
seq_1350_13,910575,10051322,17479,274583,
seq_1350_14,910575,9656202,17447,231292,
seq_1350_15,910575,10661009,17451,333121,
seq_1350_16,910575,13034523,17528,579436,
seq_1350_17,910575,11999688,17398,237307,
seq_1350_18,910575,13215853,17462,392076,
seq_1350_19,910575,11457776,17429,230525,
seq_1350_20,910575,19878058,17468,1652671,
seq_1350_21,910575,12458975,17455,243004,
seq_1350_22,910575,10839599,17559,232603,
seq_1350_23,910575,11803647,17501,290450,
seq_1350_24,910575,10951171,17530,256142,
seq_1350_25,910575,11292730,17503,247889,
seq_1350_26,910575,12820209,17467,262756,
seq_1350_27,910575,12429197,17481,326676,
seq_1350_28,910575,10652913,17488,274568,
seq_1350_29,910575,12312942,17417,252096,
seq_1350_30,910575,14598688,17551,302232,
seq_1350_31,910575,9945229,17461,231407,
seq_1350_32,910575,9978347,17532,1335555,
seq_1350_33,910575,11016135,17464,339242,
seq_1350_34,910575,11858991,17463,317367,
seq_1350_35,910575,10818451,17396,232384,
seq_1350_36,910575,12472246,17518,247638,
seq_1350_37,910575,11345445,17517,442529,
seq_1350_38,910575,11708766,17497,238453,
seq_1350_39,910575,12616961,17435,230693,
seq_1350_40,910575,14088208,17566,232475,
seq_1350_41,910575,10533470,17445,230885,
seq_1350_42,910575,15167393,17458,518134,
seq_1350_43,910575,10772354,17474,274564,
seq_1350_44,910575,12030756,17429,418881,
seq_1350_45,910575,11199956,17501,233421,
seq_1350_46,910575,12624461,17579,261172,
seq_1350_47,910575,11994327,17453,249721,
seq_1350_48,910575,10863715,17538,233906,
seq_1350_49,910575,12616691,17402,247600,
seq_1350_50,910575,12223437,17548,364324,
seq_1350_51,910575,10439674,17480,238671,
seq_1350_52,910575,11844648,17493,237983,
seq_1350_53,910575,10210243,17448,251012,
seq_1350_54,910575,10389120,17413,429653,
seq_1350_55,910575,12487185,17448,333190,
seq_1350_56,910575,10945555,17394,335591,
seq_1350_57,910575,12622559,17458,378201,
seq_1350_58,910575,11198377,17463,244825,
seq_1350_59,910575,10903912,17489,234313,
seq_1350_60,910575,12890159,17537,234964,
seq_1350_61,910575,11420036,17496,545341,
seq_1350_62,910575,11216382,17476,231753,
seq_1350_63,910575,12725981,17505,233543,
